12394,18
12847,15
13192,13
13282,32
13610,13
13772,0
13865,7
14157,15
14204,18
14887,34
15269,26
15271,18
15555,29
15574,19
15634,10
16250,17
16320,32
16504,32
17427,36
17506,0
17686,0
17714,23
18130,26
12637,18
12888,3
13187,38
13985,7
14218,17
14974,27
15052,19
15448,23
15539,18
15947,23
16549,13
16639,15
17551,3
17757,19
17835,36
17866,36
12750,26
12811,23
13107,29
13170,29
13395,13
13460,17
13866,13
14000,10
14525,29
14552,27
15041,10
15435,10
15478,36
16027,30
16303,36
16340,13
16413,29
16619,7
17024,32
17256,13
17438,23
17839,33
17901,33
18276,23
18283,15
12710,3
12816,15
12957,17
13027,16
13122,3
13133,23
13174,10
13805,20
14340,17
14439,0
14649,29
14697,19
14963,27
15277,17
15433,3
16093,36
16253,26
17128,0
17545,18
17584,33
17660,18
17715,24
17718,18
17886,17
17947,15
18211,18
13276,27
13429,19
13655,3
13700,0
14639,13
14810,36
14861,27
15488,17
15553,18
15829,23
16133,26
16185,0
16654,19
16826,3
17274,15
17375,19
17481,26
17491,17
17917,10
18106,29
12386,17
12508,10
12789,18
13571,36
13672,18
14116,18
14164,29
14227,13
14267,17
14353,19
14432,32
14443,17
15107,32
15343,18
16031,15
16131,0
17100,10
17403,32
17507,1
17855,17
17930,1
18161,10
12437,17
12531,36
12643,30
13030,3
13352,18
13451,10
13512,17
13851,3
13929,32
14114,36
14236,26
14618,7
14701,29
14896,29
15103,13
15114,13
15203,32
15845,23
17033,3
17211,0
17348,36
17744,29
17946,33
18223,17
12498,26
12680,19
12881,0
12937,13
13065,33
13116,3
13328,32
13520,29
13636,23
13889,26
14232,27
14331,32
14659,27
14672,19
14868,19
14958,36
15100,10
15412,32
16085,19
16255,29
16510,18
16597,19
16668,10
16980,27
17303,15
17898,33
12408,13
12420,26
12763,19
12944,36
13126,17
13563,33
14105,1
14460,30
15006,32
15014,38
15210,10
15348,15
15801,19
15874,29
17014,13
17160,15
17179,10
17623,36
18059,13
12454,32
12778,32
12838,29
13735,3
13986,13
14387,29
14836,15
15492,18
15899,23
16561,17
16705,15
16735,27
17423,18
17704,26
12919,23
13592,19
14984,3
15065,0
16139,7
16389,13
16401,29
16503,18
16519,19
16626,29
16918,18
17779,29
17884,32
13246,18
14217,19
14317,23
14776,15
14904,27
15223,29
15608,15
15895,23
17383,33
17900,3
17904,27
17932,18
18114,15
18138,13
18224,23
12425,33
12472,0
12955,29
13144,36
13244,0
13937,10
13952,26
13999,13
15235,36
15350,18
15790,13
15802,25
16081,18
16097,18
16527,10
17671,3
17759,19
17769,0
17774,29
17846,11
18113,30
18248,15
12380,17
12429,29
12479,15
12808,17
12913,23
13120,17
13232,29
14790,29
14795,15
15211,15
15368,13
15623,33
16342,17
16869,29
17031,26
17119,36
17777,13
12756,26
13079,18
13821,36
13960,32
14210,15
14295,19
14722,13
14737,18
14757,13
15168,36
15837,26
15949,33
16121,27
16779,29
16966,3
17004,29
17652,3
17790,3
17793,3
12603,23
12967,17
13059,23
13160,15
13404,0
13419,27
13769,3
13806,0
13938,13
14419,36
15071,0
15180,13
15306,27
15494,32
15544,10
16178,19
16386,29
16690,13
16978,27
17071,18
17138,0
17220,13
17977,15
18174,33
12733,10
13018,17
13178,13
13304,13
13833,15
13989,19
14090,23
14127,29
15047,23
15127,23
15365,23
15388,18
16144,17
16322,3
16698,20
16748,17
17619,3
17746,3
12402,18
12407,17
12532,18
12917,10
12935,18
13033,3
13148,18
13309,29
13375,17
13589,29
13782,36
14159,27
14400,19
14681,23
14897,17
15012,29
15353,29
16003,7
16200,13
16643,7
16756,26
16943,18
17311,3
17461,17
17836,10
17961,23
18178,17
12559,17
